,Unnamed: 0,Id,Date Created,Number of Likes,Source of Tweet,Tweet,Followers,Following,Retweet Count,bot_or_nah
1385,13,OlehOstrowsky,2023-02-11 02:56:23+00:00,0,Twitter for Android,RT @lesiavasylenko: 61/71 missiles #russia launched were downed by #Ukraine air defence. 6 infrastructure targets hit nonetheless. We need…,22,14,110,1
1386,14,tatersngravy_71,2023-02-11 02:56:05+00:00,0,Twitter for iPhone,#Douche Nozzle and Simpleton #NYPrepper @nyprepper1 offers dumbed down “analysis” of the war. Kisses @newsklw Ass… https://t.co/MMRCvmJnRe,17,52,0,1
1389,17,LaylaGorka,2023-02-11 02:55:55+00:00,0,Twitter for iPad,"RT @nexta_tv: The #US President to visit #Poland on February 20-22, White House says

Earlier, Polish authorities said they had sent Joe Bi…",28,42,44,1
1390,18,MAMARTINEZNica,2023-02-11 02:55:53+00:00,0,Twitter Web App,"RT @MAMARTINEZNica: CAUSA ADMIRACIÓN DETERMINACIÓN DE #RUSSIA 

https://t.co/MDVPdybqnw

#Spain #Portugal #France #Germany #Netherlands #Be…",40,18,1,1
1394,22,Santin16Giorgio,2023-02-11 02:55:25+00:00,0,Twitter Web App,"@RaufHabibov @sandumaiamd @EmmanuelMacron @NATO Macron's favorite courtesan #Armenia is #Iran regime's friend, who… https://t.co/2Zv98il0F3",3,12,0,1
1406,34,JohnnyL55189795,2023-02-11 02:53:58+00:00,1,Twitter Web App,"@Paul69405499 @medialens @GeorgeMonbiot #Russia forced the Warsaw Pact on countries that didn't want it, which is w… https://t.co/fL4DitVMVc",61,12,0,1
1413,41,ahlbaytrevive,2023-02-11 02:53:12+00:00,0,Twitter for iPhone,@richimedhurst #War monger #Putin: for someone who doesn't want a war he's been pretty busy. First there was… https://t.co/e8dTm1SSW8,19,26,0,1
1416,44,GhoulPanza,2023-02-11 02:51:33+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",3,30,27,1
1418,46,planetaosasco,2023-02-11 02:51:18+00:00,0,PlanetaOsasco,EUA afirmam que vão concluir destruição de seu arsenal de armas químicas até junho - https://t.co/8vmPeoVJxQ #brasil #EUA #Rússia,1202,7,0,1
1419,47,TwoSentenceHorr,2023-02-11 02:51:12+00:00,0,TwoSentenceHorror112,"#Instagram Trends To Keep An Eye On For 2023

#psilocybin #foster #freechapters #lostcoin #ethdenver #horropunk… https://t.co/OgRWBqs4DZ",9,1,0,1
1425,53,AnneAnton3,2023-02-11 02:50:26+00:00,0,Twitter Web App,"RT @halyapuff: #Russia tortures #CrimeanTatar political prisoner #DzhemilGafarov to death 
#Ukraine #LetMyPeopleGo #Crimea #StandWithUkrain…",22,163,10,1
1426,54,rohanku67440943,2023-02-11 02:50:16+00:00,0,Twitter Web App,"RT @kaafir_indian: Please watch #exmuslim on YouTube 
@NewsNation @ZeeNews @AJEnglish @ExMuslimSameer @ExmuslimSahil @SachwalaTeam @teamsac…",0,5,23,1
1427,55,planetaosasco,2023-02-11 02:50:07+00:00,0,PlanetaOsasco,Vučić: Sérvia está no centro da tensão entre o Ocidente e a Rússia - https://t.co/YXnqhGap1B #Belgrado #EUA #Kiev #Rússia #Sérvia #Ucrânia,1202,7,0,1
1428,56,GhoulPanza,2023-02-11 02:49:56+00:00,0,Twitter Web App,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",3,30,27,1
1443,71,Wmadall,2023-02-11 02:46:16+00:00,0,Twitter for Android,"RT @rst_like: #Zelensky says that ""#Ukraine️ cannot drive people with sticks into war like #Russia"". Please, judge his words by yourselves.…",15,88,22,1
1452,80,thepotatoemoji,2023-02-11 02:45:22+00:00,1,Twitter for iPhone,"Who knew that in 2023, our “fearless leader” would be battling balloons…🎈
#Pentagon #Biden #Balloon #UFO #Trump… https://t.co/ab3HlKsFZK",11,1,0,1
1454,82,JohonanG,2023-02-11 02:45:04+00:00,0,Twitter for Android,"RT @ThierryGooseBC: Yesterday we set both the lowest and highest temperatures for February 2023 worldwide.

🥶 -57.9°C in Oymyakon, Siberia,…",47,98,12,1
1456,84,NaukatN,2023-02-11 02:44:42+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,13,145,10,1
1460,88,XAEA129,2023-02-11 02:44:18+00:00,0,Twitter Web App,"@GeorgeSirdar Q. What do you call a Russian soldier that's had both legs blown off ?
A. Oleg !!!! 
#Russia #Putin… https://t.co/IDyxbpogr9",32,176,0,1
1461,89,SaadaanT,2023-02-11 02:44:08+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,12,5,10,1
1463,91,rubenrpduarte,2023-02-11 02:43:46+00:00,0,Twitter for iPhone,RT @igorsushko: CNN in #Portugal. Misspelled Zelensky's name and labeled him President of #Russia. https://t.co/ZYdDbHnVFp,5,122,66,1
1465,93,pilthon666,2023-02-11 02:43:44+00:00,0,Twitter for Android,RT @JasonMBrodsky: Mind boggling. A military attaché from #Ukraine in #Iran attended the anniversary of Islamic Revolution ceremony this we…,46,106,45,1
1468,96,SaadaanT,2023-02-11 02:43:08+00:00,0,Twitter for Android,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",12,5,27,1
1470,0,FuckPutinBot,2023-02-11 02:58:03+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#StopPutin #IStandWithUkraine #Ukraine #UkraineRussiaWar",287,14,0,1
1479,9,yusr18413764,2023-02-11 02:57:27+00:00,0,Twitter Web App,"ukraine War downed Russian military plane near the town of Bakhmut, Donetsk region
#Kyiv #Germany #Ukraine #usa… https://t.co/K8GUjL9eqo",39,74,0,1
1486,16,FuckPutinBot,2023-02-11 02:57:02+00:00,0,The Fuck Putin Bot,"Одете себе си, Путин!
(Macedonian)

#UkraineRussiaWar #PutinsWar #Ukraine #RussiaInvadedUkraine",287,14,0,1
1501,31,OlehOstrowsky,2023-02-11 02:56:23+00:00,0,Twitter for Android,RT @lesiavasylenko: 61/71 missiles #russia launched were downed by #Ukraine air defence. 6 infrastructure targets hit nonetheless. We need…,22,14,110,1
1503,33,AnneAnton3,2023-02-11 02:56:21+00:00,0,Twitter Web App,RT @Snodgrass9876: Please support @tipofthespear42 and his mission to help clear landmines in Ukraine. He’s a former U.S. Green Beret. You…,22,163,22,1
1505,35,NewsExplorerFr,2023-02-11 02:56:09+00:00,0,NewsExplorerFr,"#Ukraine Début de l'offensive russe ? : ""L'intensité des attaques est hors de portée"" https://t.co/Vox5eFN45T",25,0,0,1
1506,36,yusr18413764,2023-02-11 02:56:07+00:00,0,Twitter Web App,"Horrible in Bakhmut: Ukrainian forces mortar strikes destroys Russian trenches in Bakhmut
#Kyiv #Germany #Ukraine… https://t.co/Hpv4pTqE4f",39,74,0,1
1514,44,LaylaGorka,2023-02-11 02:55:55+00:00,0,Twitter for iPad,"RT @nexta_tv: The #US President to visit #Poland on February 20-22, White House says

Earlier, Polish authorities said they had sent Joe Bi…",28,42,44,1
1518,48,LaylaGorka,2023-02-11 02:55:25+00:00,0,Twitter for iPad,"RT @nexta_tv: Lithuania sends L-70 anti-aircraft guns to Ukraine

L-70 anti-aircraft guns were sent from #Lithuania to #Ukraine on Friday,…",28,42,73,1
1530,60,Hike150Hike,2023-02-11 02:54:23+00:00,0,Twitter for Android,"CRAZY First Person Combat Footage From Ukraine
#Canada #Germany #America #Ukraine #Bakhmut
https://t.co/xtnN63jvBY",53,12,0,1
1536,66,tamu_ASD,2023-02-11 02:54:06+00:00,0,Twitter for iPhone,"RT @Tendar: Multiple accounts claiming that an Ukrainian offensive on Kreminna has started and supplying this footage. 
#Kreminna #Luhansk…",38,166,680,1
1539,69,FuckPutinBot,2023-02-11 02:54:02+00:00,0,The Fuck Putin Bot,"Pergi bercinta sendiri, Putin!
(Indonesian)

#FuckPutin #RussiaInvadedUkraine #Ukraine #UkraineUnderAttack",287,14,0,1
1541,71,JohnnyL55189795,2023-02-11 02:53:58+00:00,1,Twitter Web App,"@Paul69405499 @medialens @GeorgeMonbiot #Russia forced the Warsaw Pact on countries that didn't want it, which is w… https://t.co/fL4DitVMVc",61,12,0,1
1562,92,ahlbaytrevive,2023-02-11 02:53:12+00:00,0,Twitter for iPhone,@richimedhurst #War monger #Putin: for someone who doesn't want a war he's been pretty busy. First there was… https://t.co/e8dTm1SSW8,19,26,0,1
1571,1,FuckPutinBot,2023-02-11 02:58:03+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#StopPutin #IStandWithUkraine #Ukraine #UkraineRussiaWar",287,14,0,1
1580,10,yusr18413764,2023-02-11 02:57:27+00:00,0,Twitter Web App,"ukraine War downed Russian military plane near the town of Bakhmut, Donetsk region
#Kyiv #Germany #Ukraine #usa… https://t.co/K8GUjL9eqo",39,74,0,1
1587,17,FuckPutinBot,2023-02-11 02:57:02+00:00,0,The Fuck Putin Bot,"Одете себе си, Путин!
(Macedonian)

#UkraineRussiaWar #PutinsWar #Ukraine #RussiaInvadedUkraine",287,14,0,1
1602,32,OlehOstrowsky,2023-02-11 02:56:23+00:00,0,Twitter for Android,RT @lesiavasylenko: 61/71 missiles #russia launched were downed by #Ukraine air defence. 6 infrastructure targets hit nonetheless. We need…,22,14,110,1
1604,34,AnneAnton3,2023-02-11 02:56:21+00:00,0,Twitter Web App,RT @Snodgrass9876: Please support @tipofthespear42 and his mission to help clear landmines in Ukraine. He’s a former U.S. Green Beret. You…,22,163,22,1
1606,36,NewsExplorerFr,2023-02-11 02:56:09+00:00,0,NewsExplorerFr,"#Ukraine Début de l'offensive russe ? : ""L'intensité des attaques est hors de portée"" https://t.co/Vox5eFN45T",25,0,0,1
1607,37,yusr18413764,2023-02-11 02:56:07+00:00,0,Twitter Web App,"Horrible in Bakhmut: Ukrainian forces mortar strikes destroys Russian trenches in Bakhmut
#Kyiv #Germany #Ukraine… https://t.co/Hpv4pTqE4f",39,74,0,1
1615,45,LaylaGorka,2023-02-11 02:55:55+00:00,0,Twitter for iPad,"RT @nexta_tv: The #US President to visit #Poland on February 20-22, White House says

Earlier, Polish authorities said they had sent Joe Bi…",28,42,44,1
1619,49,LaylaGorka,2023-02-11 02:55:25+00:00,0,Twitter for iPad,"RT @nexta_tv: Lithuania sends L-70 anti-aircraft guns to Ukraine

L-70 anti-aircraft guns were sent from #Lithuania to #Ukraine on Friday,…",28,42,73,1
1631,61,Hike150Hike,2023-02-11 02:54:23+00:00,0,Twitter for Android,"CRAZY First Person Combat Footage From Ukraine
#Canada #Germany #America #Ukraine #Bakhmut
https://t.co/xtnN63jvBY",53,12,0,1
1637,67,tamu_ASD,2023-02-11 02:54:06+00:00,0,Twitter for iPhone,"RT @Tendar: Multiple accounts claiming that an Ukrainian offensive on Kreminna has started and supplying this footage. 
#Kreminna #Luhansk…",38,166,680,1
1640,70,FuckPutinBot,2023-02-11 02:54:02+00:00,0,The Fuck Putin Bot,"Pergi bercinta sendiri, Putin!
(Indonesian)

#FuckPutin #RussiaInvadedUkraine #Ukraine #UkraineUnderAttack",287,14,0,1
1642,72,JohnnyL55189795,2023-02-11 02:53:58+00:00,1,Twitter Web App,"@Paul69405499 @medialens @GeorgeMonbiot #Russia forced the Warsaw Pact on countries that didn't want it, which is w… https://t.co/fL4DitVMVc",61,12,0,1
1663,93,ahlbaytrevive,2023-02-11 02:53:12+00:00,0,Twitter for iPhone,@richimedhurst #War monger #Putin: for someone who doesn't want a war he's been pretty busy. First there was… https://t.co/e8dTm1SSW8,19,26,0,1
1671,1,FuckPutinBot,2023-02-11 02:58:03+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#StopPutin #IStandWithUkraine #Ukraine #UkraineRussiaWar",287,14,0,1
1680,10,yusr18413764,2023-02-11 02:57:27+00:00,0,Twitter Web App,"ukraine War downed Russian military plane near the town of Bakhmut, Donetsk region
#Kyiv #Germany #Ukraine #usa… https://t.co/K8GUjL9eqo",39,74,0,1
1687,17,FuckPutinBot,2023-02-11 02:57:02+00:00,0,The Fuck Putin Bot,"Одете себе си, Путин!
(Macedonian)

#UkraineRussiaWar #PutinsWar #Ukraine #RussiaInvadedUkraine",287,14,0,1
1702,32,OlehOstrowsky,2023-02-11 02:56:23+00:00,0,Twitter for Android,RT @lesiavasylenko: 61/71 missiles #russia launched were downed by #Ukraine air defence. 6 infrastructure targets hit nonetheless. We need…,22,14,110,1
1704,34,AnneAnton3,2023-02-11 02:56:21+00:00,0,Twitter Web App,RT @Snodgrass9876: Please support @tipofthespear42 and his mission to help clear landmines in Ukraine. He’s a former U.S. Green Beret. You…,22,163,22,1
1706,36,NewsExplorerFr,2023-02-11 02:56:09+00:00,0,NewsExplorerFr,"#Ukraine Début de l'offensive russe ? : ""L'intensité des attaques est hors de portée"" https://t.co/Vox5eFN45T",25,0,0,1
1707,37,yusr18413764,2023-02-11 02:56:07+00:00,0,Twitter Web App,"Horrible in Bakhmut: Ukrainian forces mortar strikes destroys Russian trenches in Bakhmut
#Kyiv #Germany #Ukraine… https://t.co/Hpv4pTqE4f",39,74,0,1
1715,45,LaylaGorka,2023-02-11 02:55:55+00:00,0,Twitter for iPad,"RT @nexta_tv: The #US President to visit #Poland on February 20-22, White House says

Earlier, Polish authorities said they had sent Joe Bi…",28,42,44,1
1719,49,LaylaGorka,2023-02-11 02:55:25+00:00,0,Twitter for iPad,"RT @nexta_tv: Lithuania sends L-70 anti-aircraft guns to Ukraine

L-70 anti-aircraft guns were sent from #Lithuania to #Ukraine on Friday,…",28,42,73,1
1731,61,Hike150Hike,2023-02-11 02:54:23+00:00,0,Twitter for Android,"CRAZY First Person Combat Footage From Ukraine
#Canada #Germany #America #Ukraine #Bakhmut
https://t.co/xtnN63jvBY",53,12,0,1
1737,67,tamu_ASD,2023-02-11 02:54:06+00:00,0,Twitter for iPhone,"RT @Tendar: Multiple accounts claiming that an Ukrainian offensive on Kreminna has started and supplying this footage. 
#Kreminna #Luhansk…",38,166,680,1
1740,70,FuckPutinBot,2023-02-11 02:54:02+00:00,0,The Fuck Putin Bot,"Pergi bercinta sendiri, Putin!
(Indonesian)

#FuckPutin #RussiaInvadedUkraine #Ukraine #UkraineUnderAttack",287,14,0,1
1742,72,JohnnyL55189795,2023-02-11 02:53:58+00:00,1,Twitter Web App,"@Paul69405499 @medialens @GeorgeMonbiot #Russia forced the Warsaw Pact on countries that didn't want it, which is w… https://t.co/fL4DitVMVc",61,12,0,1
1763,93,ahlbaytrevive,2023-02-11 02:53:12+00:00,0,Twitter for iPhone,@richimedhurst #War monger #Putin: for someone who doesn't want a war he's been pretty busy. First there was… https://t.co/e8dTm1SSW8,19,26,0,1
1771,1,FuckPutinBot,2023-02-11 02:58:03+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#StopPutin #IStandWithUkraine #Ukraine #UkraineRussiaWar",287,14,0,1
1780,10,yusr18413764,2023-02-11 02:57:27+00:00,0,Twitter Web App,"ukraine War downed Russian military plane near the town of Bakhmut, Donetsk region
#Kyiv #Germany #Ukraine #usa… https://t.co/K8GUjL9eqo",39,74,0,1
1787,17,FuckPutinBot,2023-02-11 02:57:02+00:00,0,The Fuck Putin Bot,"Одете себе си, Путин!
(Macedonian)

#UkraineRussiaWar #PutinsWar #Ukraine #RussiaInvadedUkraine",287,14,0,1
1802,32,OlehOstrowsky,2023-02-11 02:56:23+00:00,0,Twitter for Android,RT @lesiavasylenko: 61/71 missiles #russia launched were downed by #Ukraine air defence. 6 infrastructure targets hit nonetheless. We need…,22,14,110,1
1804,34,AnneAnton3,2023-02-11 02:56:21+00:00,0,Twitter Web App,RT @Snodgrass9876: Please support @tipofthespear42 and his mission to help clear landmines in Ukraine. He’s a former U.S. Green Beret. You…,22,163,22,1
1806,36,NewsExplorerFr,2023-02-11 02:56:09+00:00,0,NewsExplorerFr,"#Ukraine Début de l'offensive russe ? : ""L'intensité des attaques est hors de portée"" https://t.co/Vox5eFN45T",25,0,0,1
1807,37,yusr18413764,2023-02-11 02:56:07+00:00,0,Twitter Web App,"Horrible in Bakhmut: Ukrainian forces mortar strikes destroys Russian trenches in Bakhmut
#Kyiv #Germany #Ukraine… https://t.co/Hpv4pTqE4f",39,74,0,1
1815,45,LaylaGorka,2023-02-11 02:55:55+00:00,0,Twitter for iPad,"RT @nexta_tv: The #US President to visit #Poland on February 20-22, White House says

Earlier, Polish authorities said they had sent Joe Bi…",28,42,44,1
1819,49,LaylaGorka,2023-02-11 02:55:25+00:00,0,Twitter for iPad,"RT @nexta_tv: Lithuania sends L-70 anti-aircraft guns to Ukraine

L-70 anti-aircraft guns were sent from #Lithuania to #Ukraine on Friday,…",28,42,73,1
1831,61,Hike150Hike,2023-02-11 02:54:23+00:00,0,Twitter for Android,"CRAZY First Person Combat Footage From Ukraine
#Canada #Germany #America #Ukraine #Bakhmut
https://t.co/xtnN63jvBY",53,12,0,1
1837,67,tamu_ASD,2023-02-11 02:54:06+00:00,0,Twitter for iPhone,"RT @Tendar: Multiple accounts claiming that an Ukrainian offensive on Kreminna has started and supplying this footage. 
#Kreminna #Luhansk…",38,166,680,1
1840,70,FuckPutinBot,2023-02-11 02:54:02+00:00,0,The Fuck Putin Bot,"Pergi bercinta sendiri, Putin!
(Indonesian)

#FuckPutin #RussiaInvadedUkraine #Ukraine #UkraineUnderAttack",287,14,0,1
1842,72,JohnnyL55189795,2023-02-11 02:53:58+00:00,1,Twitter Web App,"@Paul69405499 @medialens @GeorgeMonbiot #Russia forced the Warsaw Pact on countries that didn't want it, which is w… https://t.co/fL4DitVMVc",61,12,0,1
1863,93,ahlbaytrevive,2023-02-11 02:53:12+00:00,0,Twitter for iPhone,@richimedhurst #War monger #Putin: for someone who doesn't want a war he's been pretty busy. First there was… https://t.co/e8dTm1SSW8,19,26,0,1
1871,1,FuckPutinBot,2023-02-11 02:58:03+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#StopPutin #IStandWithUkraine #Ukraine #UkraineRussiaWar",287,14,0,1
1880,10,yusr18413764,2023-02-11 02:57:27+00:00,0,Twitter Web App,"ukraine War downed Russian military plane near the town of Bakhmut, Donetsk region
#Kyiv #Germany #Ukraine #usa… https://t.co/K8GUjL9eqo",39,74,0,1
1887,17,FuckPutinBot,2023-02-11 02:57:02+00:00,0,The Fuck Putin Bot,"Одете себе си, Путин!
(Macedonian)

#UkraineRussiaWar #PutinsWar #Ukraine #RussiaInvadedUkraine",287,14,0,1
1902,32,OlehOstrowsky,2023-02-11 02:56:23+00:00,0,Twitter for Android,RT @lesiavasylenko: 61/71 missiles #russia launched were downed by #Ukraine air defence. 6 infrastructure targets hit nonetheless. We need…,22,14,110,1
1904,34,AnneAnton3,2023-02-11 02:56:21+00:00,0,Twitter Web App,RT @Snodgrass9876: Please support @tipofthespear42 and his mission to help clear landmines in Ukraine. He’s a former U.S. Green Beret. You…,22,163,22,1
1906,36,NewsExplorerFr,2023-02-11 02:56:09+00:00,0,NewsExplorerFr,"#Ukraine Début de l'offensive russe ? : ""L'intensité des attaques est hors de portée"" https://t.co/Vox5eFN45T",25,0,0,1
1907,37,yusr18413764,2023-02-11 02:56:07+00:00,0,Twitter Web App,"Horrible in Bakhmut: Ukrainian forces mortar strikes destroys Russian trenches in Bakhmut
#Kyiv #Germany #Ukraine… https://t.co/Hpv4pTqE4f",39,74,0,1
1915,45,LaylaGorka,2023-02-11 02:55:55+00:00,0,Twitter for iPad,"RT @nexta_tv: The #US President to visit #Poland on February 20-22, White House says

Earlier, Polish authorities said they had sent Joe Bi…",28,42,44,1
1919,49,LaylaGorka,2023-02-11 02:55:25+00:00,0,Twitter for iPad,"RT @nexta_tv: Lithuania sends L-70 anti-aircraft guns to Ukraine

L-70 anti-aircraft guns were sent from #Lithuania to #Ukraine on Friday,…",28,42,73,1
1931,61,Hike150Hike,2023-02-11 02:54:23+00:00,0,Twitter for Android,"CRAZY First Person Combat Footage From Ukraine
#Canada #Germany #America #Ukraine #Bakhmut
https://t.co/xtnN63jvBY",53,12,0,1
1937,67,tamu_ASD,2023-02-11 02:54:06+00:00,0,Twitter for iPhone,"RT @Tendar: Multiple accounts claiming that an Ukrainian offensive on Kreminna has started and supplying this footage. 
#Kreminna #Luhansk…",38,166,680,1
1940,70,FuckPutinBot,2023-02-11 02:54:02+00:00,0,The Fuck Putin Bot,"Pergi bercinta sendiri, Putin!
(Indonesian)

#FuckPutin #RussiaInvadedUkraine #Ukraine #UkraineUnderAttack",287,14,0,1
1942,72,JohnnyL55189795,2023-02-11 02:53:58+00:00,1,Twitter Web App,"@Paul69405499 @medialens @GeorgeMonbiot #Russia forced the Warsaw Pact on countries that didn't want it, which is w… https://t.co/fL4DitVMVc",61,12,0,1
